A,B,C,D,E,F,G,H,I,J,RESULT
0,0,0,1,3,7000,0,1,1,43259,0
0,0,0,1,6,0,1,1,0,43259,0
0,0,0,1,4,0,0,1,1,43259,0
0,0,0,1,7,0,0,1,1,43259,0
0,0,1,1,7,5500,0,4,1,46,0
0,0,0,1,7,14000,0,4,1,43259,1
0,1,0,0,1,18000,0,1,1,1239,0
0,0,0,1,5,5022,0,1,1,43259,0
0,0,0,1,7,0,0,2,1,0,0
0,0,0,1,3,0,0,1,0,43259,0
0,0,1,0,7,0,0,6,1,43259,0
0,0,0,1,4,0,0,2,1,257,0
0,0,1,0,7,0,0,2,1,43259,0
0,0,0,1,6,0,0,2,1,43259,0
0,0,0,1,7,0,0,4,1,377,0
0,0,1,0,7,0,0,3,1,43259,0
0,0,0,1,7,14000,0,2,1,686,0
0,0,0,1,7,10000,0,2,1,649,0
0,0,1,0,7,11000,0,2,1,1111,0
0,0,0,1,7,0,0,10,1,18,0
0,0,0,1,5,0,0,0,1,102,0
0,0,0,1,6,0,0,2,1,109,0
0,0,0,1,7,0,0,0,1,364,0
0,0,1,1,7,5952,0,6,1,39,0
0,0,1,1,7,0,0,2,1,43259,0
0,0,0,1,6,10000,0,1,1,43259,0
0,0,1,0,7,0,0,10,1,96,0
0,0,0,1,7,8000,0,7,1,12,0
0,0,1,1,7,0,0,5,1,43259,0
0,0,0,1,6,25000,0,2,1,49,0
0,0,1,1,5,0,0,2,1,43259,0
0,0,0,1,7,0,0,13,1,109,0
0,0,0,1,7,0,0,13,1,47,0
0,0,0,1,7,0,0,3,1,43259,0
0,0,0,1,3,0,0,2,1,43259,0
0,0,1,1,7,18000,0,3,1,545,0
0,0,1,1,7,0,0,12,1,27,0
0,0,0,1,4,5208,0,1,1,43259,0
0,0,1,1,6,6510,0,7,1,7,0
0,1,0,0,5,0,0,1,1,710,0
0,0,0,1,6,0,0,3,1,43259,0
0,0,0,1,3,0,0,0,1,43259,0
0,0,1,0,7,11000,0,2,1,12,0
0,0,0,1,7,0,0,0,1,374,0
0,0,0,1,7,0,0,21,1,35,0
0,0,1,0,7,0,0,4,1,19,0
0,0,1,1,7,13500,0,5,1,6,0
0,0,0,1,7,0,0,4,1,43259,0
0,0,1,0,7,0,0,11,1,3,0
0,0,0,1,7,0,0,2,1,1239,0
0,0,1,1,7,6000,0,19,1,43259,0
0,1,1,0,7,9000,0,6,1,268,0
0,0,1,0,7,5394,0,10,1,26,0
0,0,0,1,7,8000,0,1,1,43259,0
0,0,0,1,7,0,0,3,1,181,0
0,0,0,1,1,0,0,1,1,43259,0
0,1,1,1,7,0,1,19,1,43259,0
0,0,0,1,7,27000,0,23,1,10,0
0,0,0,1,7,7500,0,1,1,43259,0
0,0,0,1,1,23000,0,1,1,43259,0
0,1,1,0,7,0,0,3,1,43259,0
0,0,0,1,7,5300,0,6,1,19,0
0,0,0,1,4,0,0,1,1,179,0
0,0,1,0,7,0,0,13,1,32,0
0,0,1,0,7,0,0,5,1,27,0
0,0,0,1,7,18600,0,5,1,1910,0
0,0,1,1,7,7000,0,27,1,0,0
0,0,0,1,1,0,0,3,1,43259,0
0,1,1,1,7,24180,0,3,1,153,0
0,0,1,1,7,0,0,1,1,43259,0
0,0,0,1,6,0,0,1,1,43259,0
0,0,0,1,2,10000,0,4,1,43259,0
0,1,0,0,1,0,0,1,1,43259,0
0,0,0,1,7,10000,0,3,1,13,0
0,0,0,1,7,0,0,5,1,31,0
0,0,0,1,7,0,0,2,1,150,0
0,0,0,1,5,0,1,5,0,301,0
0,0,0,1,3,0,0,1,1,43259,0
0,0,0,1,5,0,0,1,1,43259,0
0,0,0,1,3,10000,0,1,1,43259,1
0,0,0,1,1,0,0,2,1,43259,0
0,0,0,1,7,0,0,4,1,75,0
1,0,0,1,3,0,0,1,1,43259,0
0,0,0,1,3,13000,0,2,1,0,0
0,0,0,1,5,0,0,3,1,43259,0
0,0,0,1,7,0,0,1,1,578,0
0,1,0,1,3,0,0,3,1,43259,0
0,0,1,1,7,0,0,12,1,705,0
0,0,1,1,7,14500,0,87,1,31,0
1,0,0,1,3,5700,0,1,0,43259,0
0,0,0,1,1,0,0,1,1,1131,0
0,1,1,0,7,0,0,2,1,998,0
0,0,1,1,7,0,0,12,1,24,0
0,0,1,0,7,0,0,1,1,43259,0
0,1,0,0,7,5000,0,5,1,80,0
0,0,0,1,7,0,0,3,1,43259,0
0,0,1,1,7,0,0,12,1,26,0
0,0,0,1,7,0,0,5,1,1066,0
0,1,0,0,4,7300,0,2,1,43259,0
0,0,0,1,7,0,0,6,1,360,0
0,1,1,1,7,10000,0,11,1,77,0
1,1,0,1,3,0,0,2,1,43259,0
0,0,0,1,7,0,0,2,1,24,0
0,0,1,0,7,0,0,55,1,5,0
0,1,0,0,7,0,0,3,1,38,0
1,0,0,1,7,7500,0,3,1,3,0
0,1,1,1,7,8500,0,61,1,711,0
0,0,0,1,7,0,0,11,1,41,0
0,0,1,0,7,13000,0,3,1,12,0
0,0,1,1,7,0,0,3,1,60,0
0,0,1,0,7,10800,0,3,1,43259,0
0,0,0,1,3,0,0,9,1,43259,0
0,0,0,1,3,0,0,1,0,43259,0
0,1,1,0,7,0,0,6,1,5,0
0,1,1,1,7,0,0,4,1,43259,0
0,0,1,0,7,5000,0,1,1,352,0
0,0,1,0,7,0,0,7,1,678,0
0,0,1,0,7,0,0,4,1,20,0
0,1,0,1,7,18000,0,3,1,89,0
1,0,0,0,7,0,0,0,1,1879,0
0,0,1,0,1,0,0,7,1,43259,0
0,0,0,1,1,0,0,1,1,43259,0
0,0,0,1,7,0,0,1,1,245,0
0,0,1,0,7,6500,0,1,1,103,0
0,0,0,1,3,0,0,1,1,43259,0
0,1,0,0,7,23000,0,2,1,860,0
0,0,0,1,3,0,0,3,1,43259,0
0,0,0,1,5,5000,0,8,1,43259,0
0,0,1,0,7,7500,0,1,0,43259,0
0,1,1,1,7,0,0,6,1,188,0
0,1,1,0,7,0,0,6,1,77,0
0,0,1,0,7,0,0,1,1,95,0
0,0,1,0,7,7500,0,9,1,33,0
0,0,1,0,7,9500,0,13,1,189,0
0,0,1,1,7,0,0,17,1,74,0
0,0,1,0,7,13000,0,3,1,20,0
0,0,0,1,7,0,0,2,1,1894,0
0,0,0,1,4,0,0,2,1,43259,0
0,0,1,0,6,0,0,1,1,43259,0
0,1,0,1,1,0,0,3,1,3,0
0,0,0,1,1,0,0,4,1,740,0
1,0,1,1,7,0,0,8,1,43259,0
0,0,1,0,7,16000,0,2,1,378,0
0,1,0,0,7,0,0,1,1,1078,0
1,1,1,0,7,0,0,1,1,43259,0
0,0,1,0,7,0,0,3,1,608,0
0,1,1,0,1,0,0,4,1,745,0
0,0,1,0,7,17000,0,3,1,480,0
1,0,1,0,2,5952,0,1,1,43259,0
0,0,0,1,3,0,0,1,0,43259,0
0,0,0,1,7,0,0,4,1,43259,0
0,0,0,1,7,7700,0,5,1,70,0
0,0,1,0,7,15000,0,6,1,43259,0
0,0,0,1,6,0,0,2,1,43259,0
0,1,0,1,6,6000,0,2,1,43259,0
0,0,1,0,7,0,0,1,1,43259,0
0,0,1,0,7,0,0,13,1,38,0
0,0,0,1,7,0,0,1,1,43259,0
0,0,0,1,4,5394,0,1,1,0,0
0,1,0,1,7,0,0,1,1,76,0
1,1,1,1,3,0,0,6,1,43259,0
0,0,0,1,2,18000,0,3,1,1795,0
0,0,1,0,2,0,0,1,1,43259,0
0,0,0,1,2,0,0,1,1,1180,0
0,0,0,1,5,8100,0,2,1,339,0
0,1,1,1,3,7068,0,15,1,43259,0
0,0,0,1,1,0,0,1,1,1312,0
0,1,0,1,7,0,0,1,1,441,0
0,0,0,1,7,10000,0,10,1,0,0
0,0,0,1,5,0,0,2,1,81,0
0,0,0,1,7,0,0,4,1,43259,0
0,0,1,0,6,0,0,1,1,43259,0
0,0,1,0,7,7600,0,8,1,42,0
0,0,0,1,7,0,0,2,1,396,0
0,1,0,1,7,0,0,7,1,3,0
0,0,1,1,7,7000,0,38,1,43259,0
0,0,0,1,2,0,0,1,1,234,0
0,0,1,0,7,5500,0,4,1,34,0
0,0,0,1,7,11000,0,1,1,43259,0
0,1,0,0,7,22500,0,3,1,172,0
0,0,1,1,3,0,0,11,1,5,0
0,0,1,1,5,0,0,2,1,43259,0
0,0,1,1,7,14000,0,17,1,67,0
0,0,1,0,7,0,0,1,1,43259,0
0,0,1,1,7,0,0,55,1,49,0
0,0,0,1,7,0,0,8,1,103,0
0,0,0,1,7,0,1,2,1,257,0
0,0,1,0,7,0,0,3,1,46,0
0,1,1,1,7,0,0,11,1,43259,0
0,0,0,1,7,0,0,1,1,210,0
0,0,1,0,7,0,0,3,1,49,0
0,0,0,1,4,0,0,1,0,43259,0
0,0,1,1,2,0,0,2,1,43259,0
0,1,0,0,7,0,0,3,1,43259,0
0,0,1,1,3,0,0,1,1,43259,0
0,0,0,1,7,0,0,2,1,43259,0
0,0,1,1,7,26000,0,6,1,19,0
0,0,1,0,7,0,0,3,1,43259,0
0,0,1,0,4,0,0,2,1,43259,1
0,0,1,0,2,0,0,8,1,252,0
0,1,0,1,7,0,0,1,1,43259,0
1,0,1,1,7,9000,0,2,1,25,0
0,0,1,1,7,0,0,10,1,7,0
0,1,1,0,7,0,0,3,1,7,0
0,0,0,1,7,0,0,4,1,43259,0
0,1,1,1,7,12000,0,15,1,20,0
0,0,1,0,7,0,0,1,1,43259,0
0,0,0,1,4,0,0,2,1,43259,0
0,0,0,1,3,0,0,1,1,43259,0
0,0,0,1,1,0,0,2,1,1171,0
0,0,0,1,7,8370,0,3,1,678,0
1,0,0,0,7,0,0,0,1,43259,0
0,0,1,0,3,0,0,2,1,43259,0
0,0,0,1,7,27000,0,4,1,11,0
0,0,0,1,3,10000,0,1,1,43259,0
0,0,0,1,7,11000,0,1,1,2573,0
0,1,1,1,7,0,0,7,1,1894,0
0,1,0,1,7,0,0,7,1,43259,1
0,0,0,1,4,0,1,1,0,43259,0
0,0,0,1,7,0,0,2,1,882,0
0,0,0,1,6,0,0,1,1,2030,0
0,0,1,0,7,0,0,3,1,536,0
0,0,1,1,7,0,0,28,1,54,0
0,1,1,0,7,17000,0,2,1,403,0
0,0,0,1,7,0,0,2,0,43259,0
1,0,0,0,5,0,0,0,1,637,0
0,0,1,0,7,0,0,7,1,12,0
0,0,1,0,7,25000,0,3,1,61,0
0,0,0,1,7,9000,0,4,1,5,0
0,0,0,1,7,0,0,23,1,32,0
0,0,0,1,7,0,0,3,1,43259,1
0,0,0,1,7,15000,0,5,1,5,0
0,1,1,1,7,0,0,16,1,43259,0
0,0,0,1,4,0,0,5,1,2705,0
0,0,0,1,1,16000,0,1,1,1503,0
0,1,1,0,7,11000,0,7,1,43259,0
0,0,0,1,2,0,0,1,0,43259,0
0,0,1,0,7,0,0,10,1,7,0
0,0,0,1,3,0,0,1,1,43259,0
0,0,1,0,7,0,0,9,1,368,0
0,0,0,1,6,12000,0,6,1,137,0
0,0,1,1,7,6500,0,4,1,27,0
0,0,0,1,7,0,0,2,1,43259,0
0,0,0,1,7,5022,0,2,1,26,0
0,0,0,1,3,0,0,1,0,43259,0
0,0,1,0,7,0,0,3,1,43259,0
0,0,0,1,3,0,0,2,1,43259,0
0,0,0,1,1,0,0,1,0,43259,0
0,0,1,0,7,0,0,6,1,43259,0
0,1,1,1,7,10000,0,13,1,24,0
0,1,1,0,7,0,0,21,1,3,0
0,0,0,1,7,0,0,13,1,39,0
0,0,0,1,7,0,0,2,1,43259,0
0,0,0,1,7,7500,0,23,1,3,0
0,0,0,1,1,13000,0,2,1,1946,0
1,1,0,1,7,15000,0,7,1,54,1
0,1,0,1,2,6510,0,3,1,4,0
0,0,0,1,1,0,0,1,0,43259,0
0,0,0,1,7,0,0,7,1,43259,0
0,0,1,1,7,0,0,9,1,272,0
0,0,0,1,7,0,0,2,1,43259,0
0,0,1,0,7,5500,0,1,1,43259,1
1,0,1,0,3,0,0,3,0,43259,0
0,0,1,0,3,0,0,1,0,43259,0
0,0,0,1,7,0,0,5,1,43259,0
0,0,0,1,7,15000,0,7,1,39,0
0,1,0,0,7,0,0,1,1,43259,0
0,0,0,1,7,0,0,60,1,73,0
1,1,0,1,3,0,0,7,1,43259,0
0,0,0,1,1,0,0,2,1,858,0
0,0,0,1,3,0,0,3,1,2387,1
0,0,0,1,7,13000,0,5,1,1939,0
0,0,1,0,7,0,0,56,1,34,0
1,0,0,0,3,0,0,0,1,43259,0
0,0,1,1,6,0,0,1,1,45,0
0,0,1,0,7,5580,0,3,1,56,0
0,1,0,0,7,0,0,7,1,109,0
0,0,1,1,7,5300,0,16,1,27,0
0,1,1,0,7,5000,0,8,1,18,0
0,0,0,1,7,0,0,4,1,32,0
1,0,1,1,7,0,1,4,1,76,0
0,0,0,1,7,17000,0,3,1,172,0
0,0,1,0,7,0,0,12,1,26,0
0,0,1,0,7,0,0,10,1,184,0
0,0,1,1,7,13000,0,18,1,13,0
0,0,0,1,7,0,0,6,1,81,0
0,0,1,0,7,0,0,29,1,25,0
0,0,1,0,7,10850,0,19,1,24,0
0,0,0,1,3,0,0,1,0,43259,0
0,0,0,1,7,14500,0,5,1,55,0
0,0,1,0,7,0,0,3,1,43259,0
0,0,1,1,7,0,0,14,1,4,0
0,0,0,1,7,55000,0,1,1,43259,0
0,1,1,1,7,0,0,34,1,28,0
0,0,0,1,7,10000,0,3,1,43259,1
0,0,1,0,7,0,0,8,1,63,0
0,0,1,1,7,0,0,8,1,181,0
0,0,0,1,7,8500,0,2,1,56,0
0,0,0,1,7,13000,0,4,1,3,0
0,0,1,0,7,0,0,1,1,257,0
0,0,1,1,7,7000,0,2,1,35,0
0,0,0,1,7,0,0,1,1,96,0
0,0,1,1,7,0,0,16,1,5,0
0,0,0,1,6,0,0,1,1,43259,0
0,0,1,0,7,0,0,10,1,39,0
0,0,0,1,7,0,0,5,1,43259,0
0,0,0,1,7,15000,0,2,1,26,0
0,0,0,1,2,0,0,1,0,43259,0
0,1,0,1,7,0,0,1,1,1201,0
0,0,1,0,7,9000,0,8,1,98,0
0,0,0,1,6,0,0,1,0,43259,0
0,0,1,0,7,8370,0,15,1,43259,0
0,0,0,1,7,8200,0,6,1,6,0
0,0,0,1,3,0,0,1,0,43259,0
0,0,0,1,7,0,0,13,1,41,0
0,0,0,1,7,0,0,4,1,43259,0
0,1,0,1,7,0,0,7,1,48,0
0,1,0,0,7,8000,0,3,1,1970,0
0,0,0,1,7,0,0,5,1,1154,0
0,0,0,1,1,0,0,4,1,43259,0
0,0,0,1,1,15000,0,1,1,43259,0
0,0,0,1,7,0,0,2,1,2049,0
0,0,1,0,7,6882,0,1,1,1235,0
0,0,1,0,7,0,0,4,1,43259,1
0,0,0,1,7,5952,0,22,1,26,0
0,0,1,0,7,0,0,11,1,3,0
0,0,0,1,7,0,0,9,1,179,0
0,0,0,1,7,0,0,28,1,39,0
0,0,1,1,7,13000,0,4,1,12,0
0,1,0,0,7,0,0,4,1,272,0
0,0,0,1,3,0,0,1,1,43259,0
0,0,1,0,7,0,0,2,1,1495,0
0,0,0,1,6,0,0,0,1,43259,0
0,1,0,1,7,0,0,3,1,43259,0
0,0,0,1,4,5208,0,1,1,43259,0
0,1,1,1,7,0,0,16,1,28,0
0,0,0,1,3,0,1,1,0,43259,0
0,0,1,1,7,0,0,6,1,19,0
0,0,1,1,7,10000,0,12,1,12,0
0,0,1,1,7,8500,0,3,1,780,0
0,0,0,1,7,0,0,25,1,19,0
0,0,1,0,7,0,0,9,1,43259,0
0,0,1,0,7,9000,0,3,1,43259,0
0,0,1,0,7,20000,0,4,1,396,0
0,1,1,0,7,6000,0,15,1,5,0
0,0,0,1,7,0,0,26,1,26,0
0,0,0,1,7,7500,0,1,1,1804,0
0,1,1,1,2,8000,0,10,1,5,0
0,0,0,1,6,0,0,1,0,43259,0
0,0,1,0,7,7300,0,1,1,34,0
0,0,0,1,3,0,0,1,1,43259,0
0,1,0,1,7,5700,0,2,1,140,0
0,0,0,1,6,0,0,1,1,2279,0
0,0,0,1,2,0,0,2,1,773,0
0,0,1,0,3,0,0,2,1,43259,0
0,0,1,0,7,0,0,29,1,26,0
0,1,0,0,7,7600,0,7,1,2,0
0,0,0,1,3,0,0,2,1,43259,0
0,0,0,1,6,8000,1,2,0,43259,0
0,0,1,0,7,25000,0,19,1,62,0
1,0,0,1,6,0,0,2,1,7,0
0,0,1,0,6,0,0,1,1,48,0
0,0,0,1,6,0,0,1,1,43259,0
0,0,0,1,7,6500,0,2,1,98,0
0,0,1,0,7,7000,0,19,1,20,0
0,0,0,1,7,6300,0,3,1,43259,0
0,1,1,1,6,0,0,7,1,1658,0
0,0,1,0,4,0,0,8,1,102,1
0,0,1,1,7,0,0,3,1,43259,0
0,0,0,1,3,0,0,1,1,43259,1
0,0,1,1,7,19000,0,9,1,13,0
0,1,1,1,7,13000,0,31,1,24,0
0,1,1,1,7,0,0,9,1,43259,0
0,1,1,0,7,7068,0,6,1,13,0
1,0,0,0,3,0,0,0,0,43259,0
0,0,0,1,2,0,0,1,1,43259,0
0,0,0,1,7,0,0,1,1,43259,0
0,0,0,1,6,0,0,2,1,43259,0
0,0,0,1,7,10000,0,8,1,43259,0
1,0,1,1,7,0,0,6,1,43259,0
0,0,0,1,7,6882,0,2,1,46,0
0,0,1,0,7,8370,0,6,1,43259,0
0,0,0,1,3,0,1,1,1,43259,0
0,1,1,0,7,7440,0,9,1,4,0
0,0,0,1,7,0,0,10,1,97,0
0,0,0,1,7,0,0,2,1,43259,0
0,0,1,0,7,8500,0,3,1,215,0
0,0,0,1,2,0,0,1,0,43259,0
0,0,1,0,7,9300,0,2,1,532,0
0,0,1,1,7,6510,0,6,1,43259,0
0,0,1,0,7,0,0,5,1,43259,0
0,0,1,1,3,0,1,2,0,43259,0
0,0,1,0,1,5000,0,3,1,0,0
0,0,0,1,7,0,0,2,0,43259,0
0,0,1,1,7,5580,0,40,1,12,0
0,0,0,1,7,0,0,7,1,43259,0
0,0,1,0,7,10000,0,3,1,7,0
0,0,1,0,3,8000,0,2,0,43259,0
0,0,0,1,7,5022,0,7,1,1026,0
0,0,0,1,1,0,0,1,1,1349,0
1,0,0,0,3,21000,0,0,1,43259,0
0,0,1,1,7,5022,0,11,1,61,0
0,0,0,1,7,0,0,1,1,43259,0
0,0,1,1,7,14000,0,56,1,18,0
0,1,0,1,7,10000,0,3,1,43259,0
0,0,0,1,7,6000,0,2,1,593,0
0,1,1,1,7,7000,0,37,1,19,0
0,0,0,1,6,0,0,1,1,43259,0
0,1,1,1,3,0,0,4,1,43259,0
0,0,1,0,7,0,0,21,1,43259,0
0,0,1,0,6,0,0,1,1,174,0
0,0,0,1,7,0,0,14,1,215,0
0,0,0,1,7,0,0,4,1,43259,0
0,0,1,1,7,0,0,21,1,20,0
0,0,0,1,3,0,0,3,0,43259,0
0,0,1,0,6,17500,0,1,1,378,0
0,0,0,1,7,0,0,2,1,62,0
0,0,0,1,6,5580,0,1,0,43259,0
0,0,1,0,3,0,0,2,1,43259,0
0,0,0,1,7,7626,0,2,1,780,0
0,0,1,0,7,16000,0,24,1,32,0
0,0,0,1,7,0,0,1,1,1096,0
0,0,0,1,2,12000,0,2,1,43259,0
0,0,1,0,7,0,0,4,1,2519,0
0,0,0,1,7,0,0,3,1,1862,0
0,0,0,1,4,0,0,1,0,43259,0
0,0,1,0,6,0,0,1,1,130,0
0,0,1,0,7,17000,0,3,1,42,0
1,0,0,1,4,7000,0,2,1,2779,0
0,0,1,0,7,0,0,2,1,102,0
0,1,0,1,6,6324,0,6,1,54,0
0,0,1,0,6,5500,0,1,0,43259,0
0,0,0,1,7,0,0,2,1,74,0
0,0,1,0,7,0,0,11,1,2916,0
0,0,0,1,7,0,1,2,0,43259,0
0,0,0,1,7,0,0,2,1,43259,0
0,0,0,1,7,8000,0,5,1,25,0
0,0,0,1,7,0,0,2,1,43259,0
1,0,0,1,6,0,0,2,1,236,0
0,0,0,1,4,0,0,1,1,43259,0
0,0,0,1,7,15000,0,9,1,6,0
0,0,1,0,7,9000,1,1,1,43259,1
0,0,1,1,2,0,0,3,1,43259,0
0,0,1,1,7,0,0,10,1,34,0
0,0,0,1,1,0,0,1,1,43259,0
0,1,0,1,3,0,0,6,1,6,0
0,0,1,1,7,0,0,5,1,1530,0
0,0,1,0,7,0,0,9,1,6,0
0,1,0,1,7,0,0,6,1,182,0
0,0,0,1,4,0,0,6,1,43259,0
0,0,1,0,7,0,0,3,1,76,0
0,0,0,1,7,7500,0,29,1,7,0
0,0,1,0,7,0,0,4,1,43259,0
0,0,0,1,4,6510,0,1,0,43259,0
0,0,1,0,7,0,0,2,0,43259,0
0,0,1,0,7,0,0,1,1,133,0
0,0,0,1,3,0,0,1,1,43259,0
0,0,0,1,4,0,0,2,1,43259,0
0,1,0,1,7,0,0,4,1,3106,0
0,1,0,0,7,6000,0,2,1,5,0
0,0,0,1,4,0,0,1,1,483,0
0,0,0,1,7,6500,0,2,1,43259,0
0,1,1,1,7,6000,0,20,1,5,0
0,0,1,0,7,0,0,8,1,24,0
0,1,0,0,7,0,0,5,1,76,0
0,0,1,1,7,0,0,19,1,32,0
0,1,1,0,7,0,0,18,1,43259,0
1,1,0,1,3,0,0,2,1,43259,0
0,0,1,1,7,10500,0,12,1,437,0
0,0,1,0,7,0,0,2,1,721,0
0,1,0,1,7,5700,0,8,1,17,0
0,1,0,1,5,0,0,3,1,89,0
0,0,1,1,7,7000,0,5,1,6,0
0,0,1,0,7,0,0,17,1,5,0
0,0,0,1,3,6000,0,2,1,2159,0
0,0,0,1,3,0,0,1,0,43259,0
0,0,1,1,4,0,0,2,1,43259,0
0,0,0,1,7,0,1,3,1,33,0
0,1,0,1,7,0,0,9,1,18,0
0,1,0,1,5,0,0,10,1,43259,0
1,0,0,1,7,10000,0,1,1,43259,0
1,0,0,0,7,0,0,3,1,43259,0
0,1,0,0,6,0,0,1,1,287,0
0,0,0,1,4,0,0,3,1,941,0
0,0,0,1,7,0,0,3,1,97,0
1,0,0,1,7,0,0,1,1,43259,0
0,1,0,0,7,0,0,2,1,43259,0
0,0,0,1,3,0,0,1,1,2201,0
0,0,0,1,3,0,0,3,0,43259,0
0,0,0,1,5,0,0,1,1,43259,0
0,0,1,0,3,0,0,1,1,43259,0
0,0,0,1,1,0,0,1,0,43259,0
0,0,0,1,1,0,1,2,0,43259,0
0,0,1,0,7,0,0,1,1,43259,0
0,1,1,0,7,7000,0,3,1,43259,0
0,0,1,1,7,0,0,1,1,858,0
0,0,1,1,7,6000,0,5,1,11,0
0,0,1,0,7,0,0,3,1,43259,0
0,0,0,1,7,0,0,2,0,43259,0
0,1,1,1,7,10000,0,8,1,43259,0
0,0,0,1,3,0,0,1,0,43259,0
0,1,0,1,7,8000,0,50,1,11,0
0,0,0,1,5,0,0,2,1,43259,0
0,0,0,1,6,0,0,0,1,43259,0
0,0,0,1,5,11000,0,6,1,7,0
0,0,0,1,7,7200,0,3,1,517,0
0,0,1,1,2,8000,0,7,1,252,0
0,1,0,1,1,6243,0,7,1,43259,0
0,1,1,1,7,0,0,45,1,28,0
0,1,0,1,3,0,0,9,1,43259,0
0,1,0,1,3,0,0,1,0,43259,0
0,0,1,0,7,6000,0,4,1,150,0
0,0,0,1,7,0,0,13,1,39,0
0,0,1,1,7,0,0,27,1,3,0
0,0,1,1,7,7440,0,5,1,54,0
0,0,0,1,7,0,0,2,1,255,0
0,0,1,0,7,0,0,9,1,39,0
0,0,1,0,6,0,0,1,1,251,0
0,0,0,1,4,8000,0,2,1,43259,0
0,1,0,1,7,0,0,2,1,75,0
0,0,0,1,7,15000,0,30,1,24,0
0,0,1,0,7,0,0,8,1,76,0
0,0,0,1,3,0,0,1,0,43259,0
0,1,0,1,7,0,0,2,1,43259,0
0,0,0,1,7,6000,0,9,1,43259,0
0,1,0,1,7,6300,0,5,1,14,0
0,1,0,1,7,0,0,11,1,43259,0
0,0,1,0,1,0,0,1,1,522,0
0,0,1,1,7,13000,0,20,1,13,0
0,0,1,1,7,7800,0,3,1,3,0
0,0,0,1,7,0,0,8,1,479,0
0,1,0,1,6,12500,0,1,1,43259,0
0,0,0,1,7,12000,0,3,1,1022,0
0,0,0,1,1,0,0,1,0,43259,0
0,0,0,1,7,11000,0,30,1,12,0
0,0,1,0,7,10500,0,13,1,38,0
0,0,1,1,1,12000,0,18,1,700,0
0,1,1,0,7,16000,0,8,1,26,0
0,0,1,0,3,0,0,3,0,43259,0
0,0,1,0,7,5500,0,11,1,96,0
0,0,1,0,7,0,0,6,1,2686,0
0,0,1,0,7,0,0,3,1,43259,0
0,0,1,1,7,0,0,5,1,63,0
0,1,1,1,2,0,0,13,1,514,0
0,0,1,1,7,0,0,5,1,33,0
0,0,0,1,1,0,0,1,1,43259,0
0,0,1,1,7,16000,0,10,1,5,0
0,1,1,1,3,0,0,8,1,5,0
0,0,0,1,7,12000,0,5,1,10,0
0,0,1,0,7,0,0,33,1,26,0
0,0,1,0,7,0,0,17,1,55,0
0,0,1,1,7,0,0,7,1,43259,0
0,0,0,1,3,0,0,1,0,43259,0
0,0,0,1,7,0,0,3,1,683,0
0,0,1,1,7,9500,0,3,1,28,0
0,0,0,1,3,0,1,1,0,43259,0
0,0,1,0,7,0,0,1,1,43259,0
0,0,1,0,6,0,0,2,1,43259,0
0,0,0,1,6,0,0,4,1,2324,0
0,1,1,1,7,15000,0,6,1,10,0
0,0,0,1,7,6000,0,6,1,82,0
0,0,1,0,3,0,0,1,1,43259,0
0,1,0,0,7,0,0,2,1,74,0
0,0,0,1,3,0,0,0,1,43259,0
0,0,0,1,7,12000,0,5,1,222,0
0,0,1,1,7,0,0,7,1,46,0
0,0,1,0,7,0,0,3,1,132,0
0,0,0,1,5,0,0,2,1,80,0
0,1,1,1,7,0,0,7,1,31,0
0,0,0,1,3,0,0,1,1,43259,0
0,0,0,1,3,0,0,2,0,43259,0
0,0,1,0,7,0,0,5,1,43259,0
0,0,1,0,4,0,0,1,1,43259,0
0,0,1,0,7,0,0,20,1,43259,0
0,0,0,1,3,0,0,3,1,43259,0
0,0,1,1,7,0,0,22,1,109,0
0,0,1,0,7,8000,0,3,1,35,0
0,0,0,1,7,0,0,3,1,43259,0
0,0,1,0,7,0,0,3,1,43259,0
0,0,1,0,7,0,0,6,1,26,0
0,1,0,1,7,0,0,31,1,43259,0
0,0,0,1,7,10000,0,3,1,43259,0
0,0,1,0,7,0,0,2,1,144,0
0,0,0,1,7,9000,0,1,1,47,0
0,0,0,1,3,0,0,1,1,43259,0
0,0,1,1,7,0,0,5,1,1635,0
0,0,0,1,7,0,0,18,1,10,0
0,0,1,1,4,0,0,3,1,43259,0
0,0,1,0,4,0,0,1,1,43259,0
0,0,1,0,6,0,0,1,1,43259,0
0,1,0,1,7,0,0,3,1,43259,0
0,0,0,1,6,0,0,2,1,89,0
0,0,1,1,3,0,0,6,1,43259,1
0,0,0,1,4,7500,0,1,1,203,0
0,0,1,0,7,0,0,3,1,185,0
0,0,1,0,7,0,0,3,1,42,0
0,0,0,1,4,0,0,5,1,43259,0
0,0,0,1,6,0,0,2,1,84,0
0,1,0,1,6,0,0,3,1,43259,0
0,1,1,0,7,0,0,3,1,122,0
1,0,0,1,7,14000,0,1,1,43259,0
0,0,0,1,7,10000,1,10,1,60,0
0,0,0,1,7,0,1,3,1,43259,0
0,0,1,0,7,6000,0,3,1,412,0
0,0,1,1,7,6510,0,6,1,43259,0
0,0,0,1,6,0,0,2,0,43259,0
0,0,0,1,7,10000,0,8,1,33,0
0,0,0,1,5,0,0,1,1,43259,0
0,0,0,1,7,0,0,3,1,25,0
0,1,0,0,7,0,0,2,1,174,0
0,0,0,1,1,0,0,2,0,43259,0
